title,Javier ratings
Before Midnight (2013),
Before Night Falls (2000),
Before Sunrise (1995),
Before Sunset (2004),
Before We Go (2014),
Before and After (1996),
Before the Devil Knows You're Dead (2007),
Before the Fall (NaPolA - Elite für den Führer) (2004),
Before the Rain (Pred dozhdot) (1994),
Begin Again (2013),
Beginners (2010),
Beginning of the End (1957),
Begotten (1990),
Behind Enemy Lines (2001),
Behind Enemy Lines II: Axis of Evil (2006),
Behind the Candelabra (2013),
Behind the Mask: The Rise of Leslie Vernon (2006),
Beijing Bicycle (Shiqi sui de dan che) (2001),
Being Elmo: A Puppeteer's Journey (2011),
Being Human (1993),
Being John Malkovich (1999),
Being Julia (2004),
Being There (1979),
"Believer, The (2001)",
"Believers, The (1987)",
"Bell, Book and Candle (1958)",
Bella (2006),
Belladonna of Sadness (1973),
Belle époque (1992),
Bellflower (2011),
"Bells of St. Mary's, The (1945)",
Belly (1998),
Beloved (1998),
Below (2002),
Ben X (2007),
Ben-Hur (1959),
Ben-Hur: A Tale of the Christ (1925),
Ben-hur (2016),
"Benchwarmers, The (2006)",
Bend It Like Beckham (2002),
Beneath the Planet of the Apes (1970),
Benji (1974),
Benji the Hunted (1987),
Benny & Joon (1993),
Bent (1997),
Beowulf & Grendel (2005),
Beowulf (1999),
Beowulf (2007),
Berlin Calling (2008),
Bernie (1996),
Bernie (2011),
Besieged (a.k.a. L' Assedio) (1998),
Best Defense (1984),
"Best Exotic Marigold Hotel, The (2011)",
"Best Little Whorehouse in Texas, The (1982)",
"Best Man, The (1999)",
"Best Man, The (Testimone dello sposo, Il) (1998)",
Best Men (1997),
"Best Offer, The (Migliore offerta, La) (2013)",
Best Seller (1987),
Best Worst Movie (2009),
"Best Years of Our Lives, The (1946)",
Best in Show (2000),
"Best of Youth, The (La meglio gioventù) (2003)",
Best of the Best (1989),
Best of the Best 3: No Turning Back (1995),
Betrayed (1988),
Betsy's Wedding (1990),
Better Living Through Chemistry (2014),
Better Living Through Circuitry (1999),
Better Luck Tomorrow (2002),
Better Off Dead... (1985),
Better Than Chocolate (1999),
Better Than Sex (2000),
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",
"Better Tomorrow, A (Ying hung boon sik) (1986)",
Betting on Zero (2016),
Between Your Legs (Entre las piernas) (1999),
Between the Folds (2008),
"Beverly Hillbillies, The (1993)",
Beverly Hills Chihuahua (2008),
Beverly Hills Cop (1984),
Beverly Hills Cop II (1987),
Beverly Hills Cop III (1994),
Beverly Hills Ninja (1997),
Bewitched (2005),
Beyond Bedlam (1993),
Beyond Borders (2003),
Beyond Rangoon (1995),
Beyond Re-Animator (2003),
Beyond Silence (Jenseits der Stille) (1996),
Beyond the Clouds (Al di là delle nuvole) (1996),
Beyond the Mat (1999),
Beyond the Poseidon Adventure (1979),
Beyond the Sea (2004),
Beyond the Valley of the Dolls (1970),
Bhaji on the Beach (1993),
Bicentennial Man (1999),4
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),
Big (1988),4
"Big Bang, The (2011)",
"Big Bird Cage, The (1972)",
"Big Blue, The (Grand bleu, Le) (1988)",
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",
"Big Bounce, The (2004)",
Big Bully (1996),
Big Business (1988),
"Big Chill, The (1983)",
"Big Country, The (1958)",
Big Daddy (1999),
Big Deal on Madonna Street (I Soliti Ignoti) (1958),
"Big Doll House, The (1971)",
"Big Easy, The (1987)",
Big Eden (2000),
"Big Empty, The (2003)",
Big Eyes (2014),
Big Fat Liar (2002),
Big Fish (2003),3.5
"Big Green, The (1995)",
Big Hero 6 (2014),4
"Big Hit, The (1998)",
"Big Kahuna, The (2000)",
"Big Lebowski, The (1998)",4
Big Momma's House (2000),
Big Momma's House 2 (2006),
"Big Mommas: Like Father, Like Son (2011)",
Big Night (1996),
"Big One, The (1997)",
"Big Red One, The (1980)",
"Big Short, The (2015)",
"Big Sleep, The (1946)",
Big Stan (2007),
"Big Tease, The (1999)",
Big Top Pee-Wee (1988),
Big Top Scooby-Doo! (2012),
Big Trouble (2002),
Big Trouble in Little China (1986),
Big Wednesday (1978),
"Big Year, The (2011)",
"Bigger, Stronger, Faster* (2008)",
Biggles (1986),
Biker Boyz (2003),
Bikini Beach (1964),
Bill & Ted's Bogus Journey (1991),
Bill & Ted's Excellent Adventure (1989),
Bill Burr: I'm Sorry You Feel That Way (2014),
Bill Burr: Let It Go (2010),
Bill Burr: Walk Your Way Out (2017),
Bill Burr: Why Do I Do This? (2008),
Bill Burr: You People Are All the Same (2012),
"Bill Cosby, Himself (1983)",
Bill Cunningham New York (2011),
Bill Hicks: Revelations (1993),
Billabong Odyssey (2003),
Billy Bathgate (1991),
Billy Elliot (2000),
Billy Jack (1971),
Billy Jack Goes to Washington (1977),
Billy Liar (1963),
Billy Madison (1995),
Biloxi Blues (1988),
Bio-Dome (1996),
"Bird People in China, The (Chûgoku no chôjin) (1998)",
Bird on a Wire (1990),
"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",
"Birdcage, The (1996)",
Birdemic: Shock and Terror (2010),
Birdman of Alcatraz (1962),
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),
"Birds, The (1963)",
Birdy (1984),
Birth (2004),
"Birth of a Nation, The (1915)",
Birthday Girl (2001),
"Bishop's Wife, The (1947)",
Bitter Lake (2015),
Bitter Moon (1992),
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",
Biutiful (2010),
BlacKkKlansman (2018),
Black Beauty (1994),
Black Book (Zwartboek) (2006),
Black Butler: Book of the Atlantic (2017),
"Black Cat, White Cat (Crna macka, beli macor) (1998)",
"Black Cauldron, The (1985)",
Black Christmas (1974),
Black Christmas (2006),
"Black Dahlia, The (2006)",
Black Dynamite (2009),
Black Hawk Down (2001),
"Black Hole, The (1979)",
Black Knight (2001),
Black Mask (Hak hap) (1996),
Black Mass (2015),
Black Mirror,
Black Mirror: White Christmas (2014),
Black Narcissus (1947),
Black Orpheus (Orfeu Negro) (1959),
Black Panther (2017),
Black Rain (1989),
Black Robe (1991),
"Black Sabbath (Tre volti della paura, I) (1963)",
Black Sea (2015),
Black Sheep (1996),
Black Sheep (2006),
Black Snake Moan (2006),
"Black Stallion Returns, The (1983)",
"Black Stallion, The (1979)",
Black Swan (2010),
Black Tar Heroin: The Dark End of the Street (2000),
Black Widow (1987),
Blackadder Back & Forth (1999),
Blackadder's Christmas Carol (1988),
Blackbeard's Ghost (1968),
Blackboard Jungle (1955),
Blackfish (2013),
Blackhat (2015),
Blackrock (1997),
Blade (1998),3
Blade II (2002),
Blade Runner (1982),
Blade Runner 2049 (2017),
Blade: Trinity (2004),
Blades of Glory (2007),
Blair Witch (2016),
"Blair Witch Project, The (1999)",0.5
Blame It on Rio (1984),
Blame It on the Bellboy (1992),
Blank Check (1994),4
Blankman (1994),
Blast from the Past (1999),
Blaze (1989),
Blazing Saddles (1974),
Bleeder (1999),
Blended (2014),
Bless the Child (2000),
Blind Date (1984),
Blind Date (1987),
Blind Fury (1989),
"Blind Side, The  (2009)",
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",
Blindness (2008),
"Bling Ring, The (2013)",
Blink (1994),
BlinkyTM (2011),
Bliss (1997),
Bliss (2012),
Blitz (2011),
"Blob, The (1958)",
"Blob, The (1988)",
Block Party (a.k.a. Dave Chappelle's Block Party) (2005),
Blockers (2018),
Blood Beach (1981),
Blood Creek (a.k.a. Town Creek) (2009),
Blood Diamond (2006),
Blood Feast (1963),
"Blood In, Blood Out (1993)",
Blood Simple (1984),
Blood Work (2002),
Blood and Chocolate (2007),
Blood and Wine (Blood & Wine) (1996),
Blood for Dracula (Andy Warhol's Dracula) (1974),
"Blood of Heroes, The (Salute of the Jugger, The) (1989)",
"Blood of the Beasts (Sang des bêtes, Le) (1949)",
Blood: The Last Vampire (2000),
Blood: The Last Vampire (2009),
Bloodmoon (1997),
Bloodsport (1988),
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),
Bloodsport III (1996),
Bloodsport: The Dark Kumite (1999),
Bloodsucking Bastards (2015),
Bloody Sunday (2002),
Blow (2001),
Blow Out (1981),
Blow-Out (La grande bouffe) (1973),
Blow-Up (Blowup) (1966),
Blown Away (1994),
"Blue Angel, The (Blaue Engel, Der) (1930)",
Blue Car (2002),
Blue Chips (1994),
Blue Collar Comedy Tour: The Movie (2003),
Blue Crush (2002),
Blue Exorcist: The Movie (2012),
Blue Is the Warmest Color (La vie d'Adèle) (2013),
Blue Jasmine (2013),
Blue Juice (1995),
"Blue Lagoon, The (1980)",
Blue Mountain State: The Rise of Thadland (2015),
Blue Planet II (2017),
Blue Ruin (2013),
Blue Sky (1994),
Blue Steel (1990),
Blue Streak (1999),
Blue Thunder (1983),
Blue Valentine (2010),
Blue Velvet (1986),
Blue in the Face (1995),
Blueberry (2004),
Blues Brothers 2000 (1998),
"Blues Brothers, The (1980)",
Bo Burnham: Make Happy (2016),
Boat Trip (2003),
Bob & Carol & Ted & Alice (1969),
Bob Roberts (1992),
Bob le Flambeur (1955),
Bobby (2006),
"Bobby Jones, Stroke of Genius (2004)",
Bobik Visiting Barbos (1977),
Boccaccio '70 (1962),
"Bodies, Rest & Motion (1993)",
Body (2015),
Body Double (1984),
Body Heat (1981),
Body Parts (1991),
Body Shots (1999),
"Body Snatcher, The (1945)",
Body Snatchers (1993),
Body of Evidence (1993),
Body of Lies (2008),
"Bodyguard, The (1992)",
Bogus (1996),
Boiler Room (2000),
Boiling Point (1993),
Bollywood/Hollywood (2002),
Bolt (2008),
"Bone Collector, The (1999)",
"Bone Man, The (Der Knochenmann) (2009)",
Bone Tomahawk (2015),
Bones (2001),
Bonfire of the Vanities (1990),
Boniface's Holiday (1965),
Bonnie and Clyde (1967),
Boogeyman (2005),
"Boogeyman, The (1980)",
Boogie Nights (1997),
"Book Thief, The (2013)",
"Book of Eli, The (2010)",
Book of Love (1990),
Book of Shadows: Blair Witch 2 (2000),
Boomerang (1992),
"Boondock Saints II: All Saints Day, The (2009)",
"Boondock Saints, The (2000)",
"Boot, Das (Boat, The) (1981)",
Bootleggers (1961),
Booty Call (1997),
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),4.5
Born Free (1966),
Born Yesterday (1950),
Born in East L.A. (1987),
Born into Brothels (2004),
Born on the Fourth of July (1989),
Born to Be Wild (1995),
Born to Kill (1947),
"Borrowers, The (1997)",
"Boss of It All, The (Direktøren for det hele) (2006)",
Bossa Nova (2000),
Bottle Rocket (1996),
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),
Bounce (2000),
Bound (1996),
Boundaries (2018),
"Bounty Hunter, The (2010)",
"Bounty, The (1984)",
"Bourne Identity, The (1988)",
"Bourne Identity, The (2002)",
"Bourne Legacy, The (2012)",
"Bourne Supremacy, The (2004)",
"Bourne Ultimatum, The (2007)",
"Bow, The (Hwal) (2005)",
Bowfinger (1999),
Bowling for Columbine (2002),
Boxcar Bertha (1972),
"Boxer, The (1997)",
Boxing Helena (1993),
Boy (2010),
Boy A (2007),
Boy Eats Girl (2005),
Boy Meets Girl (1984),
Boy Meets Girl (2015),
"Boy Who Could Fly, The (1986)",
"Boy and His Dog, A (1975)",
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",
Boyhood (2014),
Boys (1996),
Boys Don't Cry (1999),
Boys Life (1995),
Boys Town (1938),
Boys and Girls (2000),
"Boys from Brazil, The (1978)",
"Boys of Baraka, The (2005)",
"Boys of St. Vincent, The (1992)",
Boys on the Side (1995),
"Boys, The (1998)",
Boyz N the Hood (1991),
Braddock: Missing in Action III (1988),
"Brady Bunch Movie, The (1995)",
"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",
"Brain That Wouldn't Die, The (1962)",
Brainstorm (1983),
Brainstorm (2001),
Brake (2012),
Branded to Kill (Koroshi no rakuin) (1967),
"Brandon Teena Story, The (1998)",
"Brass Teapot, The (2012)",
Brassed Off (1996),
Brave (2012),5
"Brave Little Toaster, The (1987)",
Brave New World (1998),
"Brave One, The (2007)",
Braveheart (1995),4
Brazil (1985),
Breach (2007),
Bread and Chocolate (Pane e cioccolata) (1973),
Bread and Roses (2000),
Bread and Tulips (Pane e tulipani) (2000),
"Break-Up, The (2006)",
Breakdown (1997),
Breaker Morant (1980),
"Breakfast Club, The (1985)",
Breakfast at Tiffany's (1961),
Breakfast on Pluto (2005),
Breakfast with Scot (2007),
Breakin' (1984),
Breakin' 2: Electric Boogaloo (1984),
Breakin' All the Rules (2004),
Breaking Away (1979),
Breaking the Waves (1996),
Breathe (2014),
Breathless (1983),
Breathless (À bout de souffle) (1960),
"Breed, The (2006)",
Brewster's Millions (1985),
"Brice Man, The (Brice de Nice) (2005)",
Brick (2005),
Brick Mansions (2014),
Bride & Prejudice (2004),
Bride Wars (2009),
Bride of Chucky (Child's Play 4) (1998),
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",
Bride of Re-Animator (1990),
Bridesmaids (2011),
"Bridge Too Far, A (1977)",
"Bridge at Remagen, The (1969)",
Bridge of Spies (2015),
"Bridge on the River Kwai, The (1957)",
Bridge to Terabithia (2007),
"Bridge, The (2006)",
"Bridges of Madison County, The (1995)",
Bridget Jones's Baby (2016),
Bridget Jones's Diary (2001),
Bridget Jones: The Edge of Reason (2004),
Brief Encounter (1946),
"Brief History of Time, A (1991)",
Brigadoon (1954),
Brigham City (2001),
Bright (2017),
"Bright Lights, Big City (1988)",
Bright Star (2009),
Brighton Beach Memoirs (1986),
Bring It On (2000),
Bring It On Again (2004),
Bring It On: All or Nothing (2006),
Bring It On: Fight to the Finish (2009),
Bring It On: In It To Win It (2007),
Bring Me the Head of Alfredo Garcia (1974),
Bringing Down the House (2003),
Bringing Out the Dead (1999),
Bringing Up Baby (1938),
Broadcast News (1987),
Broadway Danny Rose (1984),
"Broadway Melody, The (1929)",
Brokeback Mountain (2005),
Brokedown Palace (1999),
Broken (2012),
Broken Arrow (1950),
Broken Arrow (1996),
Broken English (1996),
Broken Flowers (2005),
"Broken Hearts Club, The (2000)",
Broken Wings (Knafayim Shvurot) (2002),
Bronco Billy (1980),
Bronson (2009),
"Bronx Tale, A (1993)",
"Brood, The (1979)",
Brooklyn (2015),
Bros Before Hos (2013),
Brother (2000),
Brother (Brat) (1997),
Brother 2 (Brat 2) (2000),
Brother Bear (2003),
"Brother from Another Planet, The (1984)",
Brother's Keeper (1992),
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",
Brothers (2009),
Brothers (Brødre) (2004),
"Brothers Bloom, The (2008)",
"Brothers Grimm, The (2005)",
"Brothers McMullen, The (1995)",
"Brothers Solomon, The (2007)",
"Brown Bunny, The (2003)",
Brown Sugar (2002),
"Browning Version, The (1994)",
Brubaker (1980),
Bruce Almighty (2003),
Bruce Lee: A Warrior's Journey (2000),
Brüno (Bruno) (2009),
Bubba Ho-tep (2002),
Bubble Boy (2001),
Buck Rogers in the 25th Century (1979),
"Bucket List, The (2007)",
"Bucket Of Blood, A (1959)",
Buddy (1997),
Buddy Boy (1999),
"Buddy Holly Story, The (1978)",
Buena Vista Social Club (1999),
Buffalo '66 (a.k.a. Buffalo 66) (1998),
Buffalo Soldiers (2001),
Buffy the Vampire Slayer (1992),4
Bug (2007),
"Bug's Life, A (1998)",5
Bugsy (1991),
Bugsy Malone (1976),
Bull Durham (1988),
Bullet in the Head (1990),
Bullet to the Head (2012),
Bulletproof (1996),
Bulletproof Monk (2003),
Bullets Over Broadway (1994),
Bullitt (1968),
Bully (2001),
Bully (2011),
Bulworth (1998),
Bungo Stray Dogs: Dead Apple (2018),
Bunny (1998),
Bunny Lake Is Missing (1965),
Bunraku (2010),
Burden of Dreams (1982),
Burglar (1987),
Buried (2010),
Burke and Hare (2010),
Burlesque (2010),
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),
Burn After Reading (2008),
Burnt (2015),
Burnt Offerings (1976),
Burnt by the Sun (Utomlyonnye solntsem) (1994),
"Burrowers, The (2008)",
Bus 174 (Ônibus 174) (2002),
Bush's Brain (2004),
Bushwhacked (1995),
"Business of Strangers, The (2001)",
Buster's Mal Heart (2017),
Bustin' Loose (1981),
But I'm a Cheerleader (1999),
Butch Cassidy and the Sundance Kid (1969),
"Butcher Boy, The (1997)",
"Butcher's Wife, The (1991)",
Butterfield 8 (1960),
Butterflies Are Free (1972),
Butterfly (La lengua de las mariposas) (1999),
Buzzard (2015),
By the Gun (2014),
By the Law (1926),
Byzantium (2012),
C.R.A.Z.Y. (2005),
CB4 - The Movie (1993),
CHiPS (2017),
CQ (2001),
Cabaret (1972),
Cabin Boy (1994),
Cabin Fever (2002),
"Cabin in the Woods, The (2012)",
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",
"Cable Guy, The (1996)",
Caddyshack (1980),
Caddyshack II (1988),
Cadillac Man (1990),
Café Society (2016),
Cage Dive (2017),
"Cage aux Folles, La (1978)",
"Caine Mutiny, The (1954)",
Cake (2014),
Calamity Jane (1953),
"Calcium Kid, The (2004)",
Calendar Girl (1993),
Calendar Girls (2003),
California Split (1974),
Caligula (1979),
Call Me by Your Name (2017),
"Call, The (2013)",
Callas Forever (2002),
Calvary (2014),
Camelot (1967),
Camera Buff (Amator) (1979),
Camille (1936),
Camille Claudel (1988),
Camino (2016),
Camp (2003),
Camp Nowhere (1994),
Camp Rock (2008),
Camp X-Ray (2014),
"Campaign, The (2012)",
Campfire Tales (1997),
Campus Man (1987),
Can't Buy Me Love (1987),
Can't Hardly Wait (1998),
Can't Stop the Music (1980),
Canadian Bacon (1995),
"Candidate, The (1972)",
Candleshoe (1977),
Candy (2006),
Candyman (1992),0.5
Candyman 3: Day of the Dead (1999),
Candyman: Farewell to the Flesh (1995),0.5
Cannibal Holocaust (1980),
Cannonball Run II (1984),
"Cannonball Run, The (1981)",
Cape Fear (1962),
Cape Fear (1991),
Capote (2005),
Captain America (1979),
Captain America (1990),4.5
Captain America II: Death Too Soon (1979),
Captain America: Civil War (2016),5
Captain America: The First Avenger (2011),
Captain America: The Winter Soldier (2014),
Captain Blood (1935),
Captain Corelli's Mandolin (2001),
Captain Fantastic (2016),
Captain Horatio Hornblower R.N. (1951),
"Captain Newman, M.D. (1963)",
Captain Phillips (2013),
Captain Ron (1992),
Captain Underpants: The First Epic Movie (2017),
Captains Courageous (1937),
"Captive, The (2014)",
Capturing the Friedmans (2003),
Car Wash (1976),
"Carabineers, The (Carabiniers, Les) (1963)",
Carandiru (2003),
Care Bears Movie II: A New Generation (1986),
"Care Bears Movie, The (1985)",
Career Girls (1997),
Career Opportunities (1991),
Careful What You Wish For (2015),
Cargo (2009),
Carlito's Way (1993),
Carnage (2011),
Carnal Knowledge (1971),
Carnival Magic (1981),
Carnival of Souls (1962),
Carnosaur (1993),
Carnosaur 2 (1995),
Carnosaur 3: Primal Species (1996),
Carol (2015),
Carpool (1996),
Carrie (1976),
Carrie (2002),1
Carrie (2013),1
Carry On Don't Lose Your Head (1966),
Carry on Cabby (1963),
Carry on Cruising (1962),
Cars (2006),5
Cars 2 (2011),5
Cars 3 (2017),
Casablanca (1942),
Casanova (2005),
Case 39 (2009),
Cashback (2004),
